_time,pax_id,OPERATION,LOCATION,GATE
"""2018-10-08T07:38:00.000Z""",276379cf.a2bbe6,ENTER Duty Free Area,Terminal 1,
"""2018-10-08T08:14:00.000Z""",276379cf.a2bbe6,ENTER Dining Area,Terminal 1,
"""2018-10-08T10:47:00.000Z""",276379cf.a2bbe6,BOARD Aircraft,Terminal 1,B19
"""2018-10-25T12:27:00.000Z""",790f587.776cda8,LEAVE Duty Free Area,Terminal 1,
"""2018-10-25T12:33:00.000Z""",790f587.776cda8,ENTER Bording Gate Area,Terminal 1,A15
"""2018-10-25T12:23:00.000Z""",790f587.776cda8,ENTER Duty Free Area,Terminal 1,
"""2018-10-25T12:53:00.000Z""",790f587.776cda8,BOARD Aircraft,Terminal 1,A15
"""2018-03-12T18:34:00.000Z""",6e2fdefa.8cbed,LEAVE Duty Free Area,Terminal 1,
"""2018-03-12T20:13:00.000Z""",6e2fdefa.8cbed,LEAVE Dining Area,Terminal 1,
"""2018-03-12T20:31:00.000Z""",6e2fdefa.8cbed,ENTER Bording Gate Area,Terminal 1,B7
"""2018-03-12T18:22:00.000Z""",6e2fdefa.8cbed,ENTER Duty Free Area,Terminal 1,
"""2018-03-12T18:58:00.000Z""",6e2fdefa.8cbed,ENTER Dining Area,Terminal 1,
"""2018-03-12T21:31:00.000Z""",6e2fdefa.8cbed,BOARD Aircraft,Terminal 1,B7
"""2018-11-07T06:45:00.000Z""",6222e1ef.fc9f5,Passport Control,Border-Control Booth 1,
"""2018-11-07T07:45:00.000Z""",6222e1ef.fc9f5,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-11-07T07:57:00.000Z""",6222e1ef.fc9f5,ENTER Bording Gate Area,Terminal 1,A5
"""2018-11-07T06:55:00.000Z""",6222e1ef.fc9f5,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-11-07T08:37:00.000Z""",6222e1ef.fc9f5,BOARD Aircraft,Terminal 1,A5
"""2018-11-15T07:52:00.000Z""",602012ad.dc890c,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-11-15T08:04:00.000Z""",602012ad.dc890c,ENTER Bording Gate Area,Terminal 1,B14
"""2018-11-15T07:02:00.000Z""",602012ad.dc890c,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-11-15T08:44:00.000Z""",602012ad.dc890c,BOARD Aircraft,Terminal 1,B14
"""2018-05-10T10:49:00.000Z""",18359fb.b35546,LEAVE Dining Area,Terminal 1,
"""2018-05-10T10:55:00.000Z""",18359fb.b35546,ENTER Bording Gate Area,Terminal 1,B3
"""2018-05-10T10:24:00.000Z""",18359fb.b35546,ENTER Dining Area,Terminal 1,
"""2018-05-10T11:15:00.000Z""",18359fb.b35546,BOARD Aircraft,Terminal 1,B3
"""2018-03-21T19:53:00.000Z""",62af1a78.8b2fa4,LEAVE Dining Area,Terminal 1,
"""2018-03-21T20:11:00.000Z""",62af1a78.8b2fa4,ENTER Bording Gate Area,Terminal 1,A6
"""2018-03-21T18:38:00.000Z""",62af1a78.8b2fa4,ENTER Dining Area,Terminal 1,
"""2018-03-21T21:11:00.000Z""",62af1a78.8b2fa4,BOARD Aircraft,Terminal 1,A6
"""2018-11-05T10:15:00.000Z""",71f39ddb.ab37f4,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-11-05T11:54:00.000Z""",71f39ddb.ab37f4,LEAVE Dining Area,Terminal 1,
"""2018-11-05T12:12:00.000Z""",71f39ddb.ab37f4,ENTER Bording Gate Area,Terminal 1,B11
"""2018-11-05T09:00:00.000Z""",71f39ddb.ab37f4,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-11-05T10:39:00.000Z""",71f39ddb.ab37f4,ENTER Dining Area,Terminal 1,
"""2018-11-05T13:12:00.000Z""",71f39ddb.ab37f4,BOARD Aircraft,Terminal 1,B11
"""2018-09-09T06:08:00.000Z""",25cbb60d.327f4a,LEAVE Dining Area,Terminal 1,
"""2018-09-09T06:20:00.000Z""",25cbb60d.327f4a,ENTER Bording Gate Area,Terminal 1,A10
"""2018-09-09T05:18:00.000Z""",25cbb60d.327f4a,ENTER Dining Area,Terminal 1,
"""2018-09-09T07:00:00.000Z""",25cbb60d.327f4a,BOARD Aircraft,Terminal 1,A10
"""2018-06-29T15:58:00.000Z""",a2bb2499.cc0558,LEAVE Dining Area,Terminal 1,
"""2018-06-29T16:10:00.000Z""",a2bb2499.cc0558,ENTER Bording Gate Area,Terminal 1,B15
"""2018-06-29T15:08:00.000Z""",a2bb2499.cc0558,ENTER Dining Area,Terminal 1,
"""2018-06-29T16:50:00.000Z""",a2bb2499.cc0558,BOARD Aircraft,Terminal 1,B15
"""2018-05-11T09:13:00.000Z""",5dfb38be.dbec18,ENTER Bording Gate Area,Terminal 1,B19
"""2018-05-11T10:13:00.000Z""",5dfb38be.dbec18,BOARD Aircraft,Terminal 1,B19
"""2018-11-24T11:38:00.000Z""",d083e851.f56c38,Passport Control,Border-Control Booth 1,
"""2018-11-24T11:45:00.000Z""",d083e851.f56c38,LEAVE Duty Free Area,Terminal 1,
"""2018-11-24T12:15:00.000Z""",d083e851.f56c38,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-11-24T12:55:00.000Z""",d083e851.f56c38,LEAVE Dining Area,Terminal 1,
"""2018-11-24T13:01:00.000Z""",d083e851.f56c38,ENTER Bording Gate Area,Terminal 1,B18
"""2018-11-24T12:22:00.000Z""",d083e851.f56c38,LEAVE Duty Free Area,Terminal 1,
"""2018-11-24T11:50:00.000Z""",d083e851.f56c38,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-11-24T12:30:00.000Z""",d083e851.f56c38,ENTER Dining Area,Terminal 1,
"""2018-11-24T13:21:00.000Z""",d083e851.f56c38,BOARD Aircraft,Terminal 1,B18
"""2018-11-24T12:18:00.000Z""",d083e851.f56c38,ENTER Duty Free Area,Terminal 1,
"""2018-11-24T11:41:00.000Z""",d083e851.f56c38,ENTER Duty Free Area,Terminal 1,
"""2018-08-08T18:01:00.000Z""",146e8134.90aa8f,LEAVE Dining Area,Terminal 1,
"""2018-08-08T18:19:00.000Z""",146e8134.90aa8f,ENTER Bording Gate Area,Terminal 1,B2
"""2018-08-08T16:46:00.000Z""",146e8134.90aa8f,ENTER Dining Area,Terminal 1,
"""2018-08-08T19:19:00.000Z""",146e8134.90aa8f,BOARD Aircraft,Terminal 1,B2
"""2018-05-23T07:03:00.000Z""",6ee9fbbf.b03ee4,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-05-23T08:09:00.000Z""",6ee9fbbf.b03ee4,LEAVE Dining Area,Terminal 1,
"""2018-05-23T08:21:00.000Z""",6ee9fbbf.b03ee4,ENTER Bording Gate Area,Terminal 1,B10
"""2018-05-23T06:13:00.000Z""",6ee9fbbf.b03ee4,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-05-23T07:19:00.000Z""",6ee9fbbf.b03ee4,ENTER Dining Area,Terminal 1,
"""2018-05-23T09:01:00.000Z""",6ee9fbbf.b03ee4,BOARD Aircraft,Terminal 1,B10
"""2018-05-07T16:24:00.000Z""",7fad1a4b.4b82e4,Passport Control,Border-Control Booth 1,
"""2018-05-07T17:54:00.000Z""",7fad1a4b.4b82e4,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-05-07T18:15:00.000Z""",7fad1a4b.4b82e4,LEAVE Duty Free Area,Terminal 1,
"""2018-05-07T19:54:00.000Z""",7fad1a4b.4b82e4,LEAVE Dining Area,Terminal 1,
"""2018-05-07T20:12:00.000Z""",7fad1a4b.4b82e4,ENTER Bording Gate Area,Terminal 1,B3
"""2018-05-07T16:39:00.000Z""",7fad1a4b.4b82e4,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-05-07T18:03:00.000Z""",7fad1a4b.4b82e4,ENTER Duty Free Area,Terminal 1,
"""2018-05-07T18:39:00.000Z""",7fad1a4b.4b82e4,ENTER Dining Area,Terminal 1,
"""2018-05-07T21:12:00.000Z""",7fad1a4b.4b82e4,BOARD Aircraft,Terminal 1,B3
"""2018-08-01T05:16:00.000Z""",3c9229b1.95d2b6,LEAVE Duty Free Area,Terminal 1,
"""2018-08-01T05:28:00.000Z""",3c9229b1.95d2b6,ENTER Bording Gate Area,Terminal 1,B12
"""2018-08-01T05:08:00.000Z""",3c9229b1.95d2b6,ENTER Duty Free Area,Terminal 1,
"""2018-08-01T06:08:00.000Z""",3c9229b1.95d2b6,BOARD Aircraft,Terminal 1,B12
"""2018-04-05T06:40:00.000Z""",22eb024b.e2a66e,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-04-05T06:54:00.000Z""",22eb024b.e2a66e,LEAVE Duty Free Area,Terminal 1,
"""2018-04-05T08:00:00.000Z""",22eb024b.e2a66e,LEAVE Dining Area,Terminal 1,
"""2018-04-05T08:12:00.000Z""",22eb024b.e2a66e,ENTER Bording Gate Area,Terminal 1,B17
"""2018-04-05T05:50:00.000Z""",22eb024b.e2a66e,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-04-05T06:46:00.000Z""",22eb024b.e2a66e,ENTER Duty Free Area,Terminal 1,
"""2018-04-05T07:10:00.000Z""",22eb024b.e2a66e,ENTER Dining Area,Terminal 1,
"""2018-04-05T08:52:00.000Z""",22eb024b.e2a66e,BOARD Aircraft,Terminal 1,B17
"""2018-03-09T21:23:00.000Z""",499eaab1.5eea44,LEAVE Dining Area,Terminal 1,
"""2018-03-09T21:41:00.000Z""",499eaab1.5eea44,ENTER Bording Gate Area,Terminal 1,B6
"""2018-03-09T20:08:00.000Z""",499eaab1.5eea44,ENTER Dining Area,Terminal 1,
"""2018-03-09T22:41:00.000Z""",499eaab1.5eea44,BOARD Aircraft,Terminal 1,B6
"""2018-11-25T15:24:00.000Z""",63272865.443598,Passport Control,Border-Control Booth 1,
"""2018-11-25T15:36:00.000Z""",63272865.443598,ENTER Bording Gate Area,Terminal 1,B15
"""2018-11-25T16:16:00.000Z""",63272865.443598,BOARD Aircraft,Terminal 1,B15
"""2018-11-02T12:38:00.000Z""",9fcd2ae9.d17168,Passport Control,Border-Control Booth 1,
"""2018-11-02T12:45:00.000Z""",9fcd2ae9.d17168,LEAVE Duty Free Area,Terminal 1,
"""2018-11-02T13:15:00.000Z""",9fcd2ae9.d17168,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-11-02T13:55:00.000Z""",9fcd2ae9.d17168,LEAVE Dining Area,Terminal 1,
"""2018-11-02T14:01:00.000Z""",9fcd2ae9.d17168,ENTER Bording Gate Area,Terminal 1,A6
"""2018-11-02T13:22:00.000Z""",9fcd2ae9.d17168,LEAVE Duty Free Area,Terminal 1,
"""2018-11-02T12:50:00.000Z""",9fcd2ae9.d17168,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-11-02T13:30:00.000Z""",9fcd2ae9.d17168,ENTER Dining Area,Terminal 1,
"""2018-11-02T14:21:00.000Z""",9fcd2ae9.d17168,BOARD Aircraft,Terminal 1,A6
"""2018-11-02T13:18:00.000Z""",9fcd2ae9.d17168,ENTER Duty Free Area,Terminal 1,
"""2018-11-02T12:41:00.000Z""",9fcd2ae9.d17168,ENTER Duty Free Area,Terminal 1,
"""2018-04-30T04:51:00.000Z""",6b71ba18.a4e304,LEAVE Duty Free Area,Terminal 1,
"""2018-04-30T05:03:00.000Z""",6b71ba18.a4e304,ENTER Bording Gate Area,Terminal 1,A5
"""2018-04-30T04:43:00.000Z""",6b71ba18.a4e304,ENTER Duty Free Area,Terminal 1,
"""2018-04-30T05:43:00.000Z""",6b71ba18.a4e304,BOARD Aircraft,Terminal 1,A5
"""2018-11-27T19:42:00.000Z""",5df72422.524b9c,ENTER Bording Gate Area,Terminal 1,B6
"""2018-11-27T20:42:00.000Z""",5df72422.524b9c,BOARD Aircraft,Terminal 1,B6
"""2018-10-22T14:38:00.000Z""",9ffe9257.269f5,LEAVE Dining Area,Terminal 1,
"""2018-10-22T14:50:00.000Z""",9ffe9257.269f5,ENTER Bording Gate Area,Terminal 1,B8
"""2018-10-22T13:48:00.000Z""",9ffe9257.269f5,ENTER Dining Area,Terminal 1,
"""2018-10-22T15:30:00.000Z""",9ffe9257.269f5,BOARD Aircraft,Terminal 1,B8
"""2018-08-22T06:12:00.000Z""",c42d9f14.9e07f,ENTER Bording Gate Area,Terminal 1,B6
"""2018-08-22T06:52:00.000Z""",c42d9f14.9e07f,BOARD Aircraft,Terminal 1,B6
"""2018-04-07T12:50:00.000Z""",8fb16d19.432bb,LEAVE Duty Free Area,Terminal 1,
"""2018-04-07T13:56:00.000Z""",8fb16d19.432bb,LEAVE Dining Area,Terminal 1,
"""2018-04-07T14:08:00.000Z""",8fb16d19.432bb,ENTER Bording Gate Area,Terminal 1,B5
"""2018-04-07T12:42:00.000Z""",8fb16d19.432bb,ENTER Duty Free Area,Terminal 1,
"""2018-04-07T13:06:00.000Z""",8fb16d19.432bb,ENTER Dining Area,Terminal 1,
"""2018-04-07T14:48:00.000Z""",8fb16d19.432bb,BOARD Aircraft,Terminal 1,B5
"""2018-03-20T14:00:00.000Z""",a3cb15cb.178058,Passport Control,Border-Control Booth 1,
"""2018-03-20T15:06:00.000Z""",a3cb15cb.178058,LEAVE Dining Area,Terminal 1,
"""2018-03-20T15:18:00.000Z""",a3cb15cb.178058,ENTER Bording Gate Area,Terminal 1,B11
"""2018-03-20T14:16:00.000Z""",a3cb15cb.178058,ENTER Dining Area,Terminal 1,
"""2018-03-20T15:58:00.000Z""",a3cb15cb.178058,BOARD Aircraft,Terminal 1,B11
"""2018-09-24T05:36:00.000Z""",6a767705.b01268,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-09-24T05:50:00.000Z""",6a767705.b01268,LEAVE Duty Free Area,Terminal 1,
"""2018-09-24T06:56:00.000Z""",6a767705.b01268,LEAVE Dining Area,Terminal 1,
"""2018-09-24T07:08:00.000Z""",6a767705.b01268,ENTER Bording Gate Area,Terminal 1,B7
"""2018-09-24T04:46:00.000Z""",6a767705.b01268,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-09-24T05:42:00.000Z""",6a767705.b01268,ENTER Duty Free Area,Terminal 1,
"""2018-09-24T06:06:00.000Z""",6a767705.b01268,ENTER Dining Area,Terminal 1,
"""2018-09-24T07:48:00.000Z""",6a767705.b01268,BOARD Aircraft,Terminal 1,B7
"""2018-06-09T11:43:00.000Z""",dbc27bf6.d9ec48,LEAVE Duty Free Area,Terminal 1,
"""2018-06-09T12:13:00.000Z""",dbc27bf6.d9ec48,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-06-09T12:26:00.000Z""",dbc27bf6.d9ec48,ENTER Bording Gate Area,Terminal 1,B12
"""2018-06-09T12:20:00.000Z""",dbc27bf6.d9ec48,LEAVE Duty Free Area,Terminal 1,
"""2018-06-09T11:48:00.000Z""",dbc27bf6.d9ec48,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-06-09T12:46:00.000Z""",dbc27bf6.d9ec48,BOARD Aircraft,Terminal 1,B12
"""2018-06-09T12:16:00.000Z""",dbc27bf6.d9ec48,ENTER Duty Free Area,Terminal 1,
"""2018-06-09T11:39:00.000Z""",dbc27bf6.d9ec48,ENTER Duty Free Area,Terminal 1,
"""2018-03-09T17:43:00.000Z""",6f868df5.ee48a4,LEAVE Duty Free Area,Terminal 1,
"""2018-03-09T19:22:00.000Z""",6f868df5.ee48a4,LEAVE Dining Area,Terminal 1,
"""2018-03-09T19:40:00.000Z""",6f868df5.ee48a4,ENTER Bording Gate Area,Terminal 1,B10
"""2018-03-09T17:31:00.000Z""",6f868df5.ee48a4,ENTER Duty Free Area,Terminal 1,
"""2018-03-09T18:07:00.000Z""",6f868df5.ee48a4,ENTER Dining Area,Terminal 1,
"""2018-03-09T20:40:00.000Z""",6f868df5.ee48a4,BOARD Aircraft,Terminal 1,B10
"""2018-04-09T15:20:00.000Z""",9d4911e5.b7e07,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-04-09T15:34:00.000Z""",9d4911e5.b7e07,LEAVE Duty Free Area,Terminal 1,
"""2018-04-09T16:40:00.000Z""",9d4911e5.b7e07,LEAVE Dining Area,Terminal 1,
"""2018-04-09T16:52:00.000Z""",9d4911e5.b7e07,ENTER Bording Gate Area,Terminal 1,B1
"""2018-04-09T14:30:00.000Z""",9d4911e5.b7e07,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-04-09T15:26:00.000Z""",9d4911e5.b7e07,ENTER Duty Free Area,Terminal 1,
"""2018-04-09T15:50:00.000Z""",9d4911e5.b7e07,ENTER Dining Area,Terminal 1,
"""2018-04-09T17:32:00.000Z""",9d4911e5.b7e07,BOARD Aircraft,Terminal 1,B1
"""2018-03-20T06:18:00.000Z""",811c6f5a.ecd16,LEAVE Duty Free Area,Terminal 1,
"""2018-03-20T07:18:00.000Z""",811c6f5a.ecd16,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-03-20T08:38:00.000Z""",811c6f5a.ecd16,LEAVE Dining Area,Terminal 1,
"""2018-03-20T08:50:00.000Z""",811c6f5a.ecd16,ENTER Bording Gate Area,Terminal 1,A6
"""2018-03-20T07:32:00.000Z""",811c6f5a.ecd16,LEAVE Duty Free Area,Terminal 1,
"""2018-03-20T06:28:00.000Z""",811c6f5a.ecd16,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-03-20T07:48:00.000Z""",811c6f5a.ecd16,ENTER Dining Area,Terminal 1,
"""2018-03-20T09:30:00.000Z""",811c6f5a.ecd16,BOARD Aircraft,Terminal 1,A6
"""2018-03-20T07:24:00.000Z""",811c6f5a.ecd16,ENTER Duty Free Area,Terminal 1,
"""2018-03-20T06:10:00.000Z""",811c6f5a.ecd16,ENTER Duty Free Area,Terminal 1,
"""2018-04-23T11:51:00.000Z""",a2389086.a599a,ENTER Bording Gate Area,Terminal 1,A11
"""2018-04-23T12:11:00.000Z""",a2389086.a599a,BOARD Aircraft,Terminal 1,A11
"""2018-09-15T14:06:00.000Z""",652ece8b.420b2,LEAVE Duty Free Area,Terminal 1,
"""2018-09-15T14:18:00.000Z""",652ece8b.420b2,ENTER Bording Gate Area,Terminal 1,B15
"""2018-09-15T13:58:00.000Z""",652ece8b.420b2,ENTER Duty Free Area,Terminal 1,
"""2018-09-15T14:58:00.000Z""",652ece8b.420b2,BOARD Aircraft,Terminal 1,B15
"""2018-09-16T10:01:00.000Z""",3a4b5315.2a509c,Passport Control,Border-Control Booth 1,
"""2018-09-16T11:31:00.000Z""",3a4b5315.2a509c,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-09-16T11:49:00.000Z""",3a4b5315.2a509c,ENTER Bording Gate Area,Terminal 1,B6
"""2018-09-16T10:16:00.000Z""",3a4b5315.2a509c,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-09-16T12:49:00.000Z""",3a4b5315.2a509c,BOARD Aircraft,Terminal 1,B6
"""2018-09-08T19:38:00.000Z""",eda9caa.91d6138,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-09-08T21:17:00.000Z""",eda9caa.91d6138,LEAVE Dining Area,Terminal 1,
"""2018-09-08T21:35:00.000Z""",eda9caa.91d6138,ENTER Bording Gate Area,Terminal 1,B10
"""2018-09-08T18:23:00.000Z""",eda9caa.91d6138,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-09-08T20:02:00.000Z""",eda9caa.91d6138,ENTER Dining Area,Terminal 1,
"""2018-09-08T22:35:00.000Z""",eda9caa.91d6138,BOARD Aircraft,Terminal 1,B10
"""2018-02-18T11:17:00.000Z""",1c26dda6.a706e2,LEAVE Duty Free Area,Terminal 1,
"""2018-02-18T12:47:00.000Z""",1c26dda6.a706e2,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-02-18T14:47:00.000Z""",1c26dda6.a706e2,LEAVE Dining Area,Terminal 1,
"""2018-02-18T15:05:00.000Z""",1c26dda6.a706e2,ENTER Bording Gate Area,Terminal 1,B14
"""2018-02-18T13:08:00.000Z""",1c26dda6.a706e2,LEAVE Duty Free Area,Terminal 1,
"""2018-02-18T11:32:00.000Z""",1c26dda6.a706e2,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-02-18T13:32:00.000Z""",1c26dda6.a706e2,ENTER Dining Area,Terminal 1,
"""2018-02-18T16:05:00.000Z""",1c26dda6.a706e2,BOARD Aircraft,Terminal 1,B14
"""2018-02-18T12:56:00.000Z""",1c26dda6.a706e2,ENTER Duty Free Area,Terminal 1,
"""2018-02-18T11:05:00.000Z""",1c26dda6.a706e2,ENTER Duty Free Area,Terminal 1,
"""2018-12-13T15:38:00.000Z""",d9f8c6dd.a19f18,ENTER Bording Gate Area,Terminal 1,B17
"""2018-12-13T16:18:00.000Z""",d9f8c6dd.a19f18,BOARD Aircraft,Terminal 1,B17
"""2018-08-12T15:41:00.000Z""",50802966.695fd8,Passport Control,Border-Control Booth 1,
"""2018-08-12T15:55:00.000Z""",50802966.695fd8,LEAVE Duty Free Area,Terminal 1,
"""2018-08-12T16:07:00.000Z""",50802966.695fd8,ENTER Bording Gate Area,Terminal 1,B10
"""2018-08-12T15:47:00.000Z""",50802966.695fd8,ENTER Duty Free Area,Terminal 1,
"""2018-08-12T16:47:00.000Z""",50802966.695fd8,BOARD Aircraft,Terminal 1,B10
"""2018-02-06T11:03:00.000Z""",190dd58a.a099da,Passport Control,Border-Control Booth 1,
"""2018-02-06T11:10:00.000Z""",190dd58a.a099da,LEAVE Duty Free Area,Terminal 1,
"""2018-02-06T11:16:00.000Z""",190dd58a.a099da,ENTER Bording Gate Area,Terminal 1,A8
"""2018-02-06T11:06:00.000Z""",190dd58a.a099da,ENTER Duty Free Area,Terminal 1,
"""2018-02-06T11:36:00.000Z""",190dd58a.a099da,BOARD Aircraft,Terminal 1,A8
"""2018-08-30T18:21:00.000Z""",18ca7695.454ad9,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-08-30T20:00:00.000Z""",18ca7695.454ad9,LEAVE Dining Area,Terminal 1,
"""2018-08-30T20:18:00.000Z""",18ca7695.454ad9,ENTER Bording Gate Area,Terminal 1,A17
"""2018-08-30T17:06:00.000Z""",18ca7695.454ad9,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-08-30T18:45:00.000Z""",18ca7695.454ad9,ENTER Dining Area,Terminal 1,
"""2018-08-30T21:18:00.000Z""",18ca7695.454ad9,BOARD Aircraft,Terminal 1,A17
"""2018-08-06T10:53:00.000Z""",67bf547a.1e306c,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-08-06T11:11:00.000Z""",67bf547a.1e306c,ENTER Bording Gate Area,Terminal 1,B17
"""2018-08-06T09:38:00.000Z""",67bf547a.1e306c,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-08-06T12:11:00.000Z""",67bf547a.1e306c,BOARD Aircraft,Terminal 1,B17
"""2018-12-26T11:04:00.000Z""",5a56b37.91c5d4c,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-12-26T11:25:00.000Z""",5a56b37.91c5d4c,LEAVE Duty Free Area,Terminal 1,
"""2018-12-26T13:04:00.000Z""",5a56b37.91c5d4c,LEAVE Dining Area,Terminal 1,
"""2018-12-26T13:22:00.000Z""",5a56b37.91c5d4c,ENTER Bording Gate Area,Terminal 1,B9
"""2018-12-26T09:49:00.000Z""",5a56b37.91c5d4c,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-12-26T11:13:00.000Z""",5a56b37.91c5d4c,ENTER Duty Free Area,Terminal 1,
"""2018-12-26T11:49:00.000Z""",5a56b37.91c5d4c,ENTER Dining Area,Terminal 1,
"""2018-12-26T14:22:00.000Z""",5a56b37.91c5d4c,BOARD Aircraft,Terminal 1,B9
"""2018-12-12T09:37:00.000Z""",3cf510ad.b9398,Passport Control,Border-Control Booth 1,
"""2018-12-12T09:58:00.000Z""",3cf510ad.b9398,LEAVE Duty Free Area,Terminal 1,
"""2018-12-12T10:16:00.000Z""",3cf510ad.b9398,ENTER Bording Gate Area,Terminal 1,A7
"""2018-12-12T09:46:00.000Z""",3cf510ad.b9398,ENTER Duty Free Area,Terminal 1,
"""2018-12-12T11:16:00.000Z""",3cf510ad.b9398,BOARD Aircraft,Terminal 1,A7
"""2018-08-27T16:15:00.000Z""",e656a7ee.ed5ad8,LEAVE Dining Area,Terminal 1,
"""2018-08-27T16:27:00.000Z""",e656a7ee.ed5ad8,ENTER Bording Gate Area,Terminal 1,A8
"""2018-08-27T15:25:00.000Z""",e656a7ee.ed5ad8,ENTER Dining Area,Terminal 1,
"""2018-08-27T17:07:00.000Z""",e656a7ee.ed5ad8,BOARD Aircraft,Terminal 1,A8
"""2018-10-25T07:53:00.000Z""",cc2ad64c.f22998,LEAVE Duty Free Area,Terminal 1,
"""2018-10-25T08:11:00.000Z""",cc2ad64c.f22998,ENTER Bording Gate Area,Terminal 1,A2
"""2018-10-25T07:41:00.000Z""",cc2ad64c.f22998,ENTER Duty Free Area,Terminal 1,
"""2018-10-25T09:11:00.000Z""",cc2ad64c.f22998,BOARD Aircraft,Terminal 1,A2
"""2018-03-02T11:40:00.000Z""",b44ae363.8488e,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-03-02T12:01:00.000Z""",b44ae363.8488e,LEAVE Duty Free Area,Terminal 1,
"""2018-03-02T13:40:00.000Z""",b44ae363.8488e,LEAVE Dining Area,Terminal 1,
"""2018-03-02T13:58:00.000Z""",b44ae363.8488e,ENTER Bording Gate Area,Terminal 1,B12
"""2018-03-02T10:25:00.000Z""",b44ae363.8488e,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-03-02T11:49:00.000Z""",b44ae363.8488e,ENTER Duty Free Area,Terminal 1,
"""2018-03-02T12:25:00.000Z""",b44ae363.8488e,ENTER Dining Area,Terminal 1,
"""2018-03-02T14:58:00.000Z""",b44ae363.8488e,BOARD Aircraft,Terminal 1,B12
"""2018-03-18T19:05:00.000Z""",cb059dc2.e4b97,LEAVE Dining Area,Terminal 1,
"""2018-03-18T19:23:00.000Z""",cb059dc2.e4b97,ENTER Bording Gate Area,Terminal 1,B7
"""2018-03-18T17:50:00.000Z""",cb059dc2.e4b97,ENTER Dining Area,Terminal 1,
"""2018-03-18T20:23:00.000Z""",cb059dc2.e4b97,BOARD Aircraft,Terminal 1,B7
"""2018-07-22T12:18:00.000Z""",5cd5a085.19322,LEAVE Duty Free Area,Terminal 1,
"""2018-07-22T12:51:00.000Z""",5cd5a085.19322,LEAVE Dining Area,Terminal 1,
"""2018-07-22T12:57:00.000Z""",5cd5a085.19322,ENTER Bording Gate Area,Terminal 1,A14
"""2018-07-22T12:14:00.000Z""",5cd5a085.19322,ENTER Duty Free Area,Terminal 1,
"""2018-07-22T12:26:00.000Z""",5cd5a085.19322,ENTER Dining Area,Terminal 1,
"""2018-07-22T13:17:00.000Z""",5cd5a085.19322,BOARD Aircraft,Terminal 1,A14
"""2018-07-29T08:49:00.000Z""",cdd5986f.645738,LEAVE Duty Free Area,Terminal 1,
"""2018-07-29T10:28:00.000Z""",cdd5986f.645738,LEAVE Dining Area,Terminal 1,
"""2018-07-29T10:46:00.000Z""",cdd5986f.645738,ENTER Bording Gate Area,Terminal 1,B3
"""2018-07-29T08:37:00.000Z""",cdd5986f.645738,ENTER Duty Free Area,Terminal 1,
"""2018-07-29T09:13:00.000Z""",cdd5986f.645738,ENTER Dining Area,Terminal 1,
"""2018-07-29T11:46:00.000Z""",cdd5986f.645738,BOARD Aircraft,Terminal 1,B3
"""2018-05-18T17:50:00.000Z""",99f3c251.6b26c,Passport Control,Border-Control Booth 1,
"""2018-05-18T19:20:00.000Z""",99f3c251.6b26c,LEAVE Frequent Flyer Lounge,Terminal 1,
