_time,pax_id,STEP,LOCATION,GATE
"""2018-02-02T14:15:00.000Z""",c816d0f2.5a27e,ENTER Dining Area,Terminal 1,
"""2018-02-02T15:57:00.000Z""",c816d0f2.5a27e,BOARD Aircraft,Terminal 1,A9
"""2018-02-02T13:39:00.000Z""",c816d0f2.5a27e,ENTER Security Lane,SEC-LANE-5,
"""2018-03-09T04:34:00.000Z""",71cdb0b7.1da01,ENTER Departure Hall,Terminal 1,
"""2018-03-09T05:04:00.000Z""",71cdb0b7.1da01,LEAVE Security Check,SEC-POS-2,
"""2018-03-09T06:10:00.000Z""",71cdb0b7.1da01,LEAVE Dining Area,Terminal 1,
"""2018-03-09T06:22:00.000Z""",71cdb0b7.1da01,ENTER Bording Gate Area,Terminal 1,A5
"""2018-03-09T05:00:00.000Z""",71cdb0b7.1da01,ENTER Security Check,SEC-POS-2,
"""2018-03-09T05:20:00.000Z""",71cdb0b7.1da01,ENTER Dining Area,Terminal 1,
"""2018-03-09T07:02:00.000Z""",71cdb0b7.1da01,BOARD Aircraft,Terminal 1,A5
"""2018-03-09T04:44:00.000Z""",71cdb0b7.1da01,ENTER Security Lane,SEC-LANE-5,
"""2018-03-19T18:09:00.000Z""",d4fc8862.af7048,ENTER Departure Hall,Terminal 1,
"""2018-03-19T18:54:00.000Z""",d4fc8862.af7048,LEAVE Security Check,SEC-POS-2,
"""2018-03-19T19:00:00.000Z""",d4fc8862.af7048,Passport Control,Border-Control Booth 1,
"""2018-03-19T20:39:00.000Z""",d4fc8862.af7048,LEAVE Dining Area,Terminal 1,
"""2018-03-19T20:57:00.000Z""",d4fc8862.af7048,ENTER Bording Gate Area,Terminal 1,B18
"""2018-03-19T18:48:00.000Z""",d4fc8862.af7048,ENTER Security Check,SEC-POS-2,
"""2018-03-19T19:24:00.000Z""",d4fc8862.af7048,ENTER Dining Area,Terminal 1,
"""2018-03-19T21:57:00.000Z""",d4fc8862.af7048,BOARD Aircraft,Terminal 1,B18
"""2018-03-19T18:24:00.000Z""",d4fc8862.af7048,ENTER Security Lane,SEC-LANE-5,
"""2018-10-14T05:40:00.000Z""",84e5eebb.8640b,ENTER Departure Hall,Terminal 1,
"""2018-10-14T06:02:00.000Z""",84e5eebb.8640b,LEAVE Check-In Area,Terminal 1,
"""2018-10-14T06:32:00.000Z""",84e5eebb.8640b,LEAVE Security Check,SEC-POS-2,
"""2018-10-14T07:38:00.000Z""",84e5eebb.8640b,LEAVE Dining Area,Terminal 1,
"""2018-10-14T07:50:00.000Z""",84e5eebb.8640b,ENTER Bording Gate Area,Terminal 1,A19
"""2018-10-14T05:50:00.000Z""",84e5eebb.8640b,ENTER Check-In Area,Terminal 1,
"""2018-10-14T06:28:00.000Z""",84e5eebb.8640b,ENTER Security Check,SEC-POS-2,
"""2018-10-14T06:48:00.000Z""",84e5eebb.8640b,ENTER Dining Area,Terminal 1,
"""2018-10-14T08:30:00.000Z""",84e5eebb.8640b,BOARD Aircraft,Terminal 1,A19
"""2018-10-14T06:12:00.000Z""",84e5eebb.8640b,ENTER Security Lane,SEC-LANE-5,
"""2018-02-17T11:44:00.000Z""",5d8ee6a5.69f9b8,ENTER Departure Hall,Terminal 1,
"""2018-02-17T11:55:00.000Z""",5d8ee6a5.69f9b8,LEAVE Check-In Area,Terminal 1,
"""2018-02-17T12:10:00.000Z""",5d8ee6a5.69f9b8,LEAVE Security Check,SEC-POS-2,
"""2018-02-17T12:16:00.000Z""",5d8ee6a5.69f9b8,ENTER Bording Gate Area,Terminal 1,A10
"""2018-02-17T11:49:00.000Z""",5d8ee6a5.69f9b8,ENTER Check-In Area,Terminal 1,
"""2018-02-17T12:08:00.000Z""",5d8ee6a5.69f9b8,ENTER Security Check,SEC-POS-2,
"""2018-02-17T12:36:00.000Z""",5d8ee6a5.69f9b8,BOARD Aircraft,Terminal 1,A10
"""2018-02-17T12:00:00.000Z""",5d8ee6a5.69f9b8,ENTER Security Lane,SEC-LANE-5,
"""2018-02-17T06:14:00.000Z""",b02d9450.77db08,ENTER Departure Hall,Terminal 1,
"""2018-02-17T06:34:00.000Z""",b02d9450.77db08,LEAVING Departure Hall,Terminal 1,
"""2018-07-05T17:00:00.000Z""",610a061f.6fdcd8,ENTER Departure Hall,Terminal 1,
"""2018-07-05T17:45:00.000Z""",610a061f.6fdcd8,LEAVE Security Check,SEC-POS-2,
"""2018-07-05T19:15:00.000Z""",610a061f.6fdcd8,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-07-05T20:54:00.000Z""",610a061f.6fdcd8,LEAVE Dining Area,Terminal 1,
"""2018-07-05T21:12:00.000Z""",610a061f.6fdcd8,ENTER Bording Gate Area,Terminal 1,B17
"""2018-07-05T17:39:00.000Z""",610a061f.6fdcd8,ENTER Security Check,SEC-POS-2,
"""2018-07-05T18:00:00.000Z""",610a061f.6fdcd8,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-07-05T19:39:00.000Z""",610a061f.6fdcd8,ENTER Dining Area,Terminal 1,
"""2018-07-05T22:12:00.000Z""",610a061f.6fdcd8,BOARD Aircraft,Terminal 1,B17
"""2018-07-05T17:15:00.000Z""",610a061f.6fdcd8,ENTER Security Lane,SEC-LANE-5,
"""2018-07-04T14:12:00.000Z""",c966d951.5fb9a8,ENTER Departure Hall,Terminal 1,
"""2018-07-04T14:42:00.000Z""",c966d951.5fb9a8,LEAVE Security Check,SEC-POS-2,
"""2018-07-04T14:46:00.000Z""",c966d951.5fb9a8,Passport Control,Border-Control Booth 1,
"""2018-07-04T15:52:00.000Z""",c966d951.5fb9a8,LEAVE Dining Area,Terminal 1,
"""2018-07-04T16:04:00.000Z""",c966d951.5fb9a8,ENTER Bording Gate Area,Terminal 1,A13
"""2018-07-04T14:38:00.000Z""",c966d951.5fb9a8,ENTER Security Check,SEC-POS-2,
"""2018-07-04T15:02:00.000Z""",c966d951.5fb9a8,ENTER Dining Area,Terminal 1,
"""2018-07-04T16:44:00.000Z""",c966d951.5fb9a8,BOARD Aircraft,Terminal 1,A13
"""2018-07-04T14:22:00.000Z""",c966d951.5fb9a8,ENTER Security Lane,SEC-LANE-5,
"""2018-08-02T04:44:00.000Z""",3213608a.32246,ENTER Departure Hall,Terminal 1,
"""2018-08-02T05:14:00.000Z""",3213608a.32246,LEAVE Security Check,SEC-POS-2,
"""2018-08-02T05:18:00.000Z""",3213608a.32246,Passport Control,Border-Control Booth 1,
"""2018-08-02T06:24:00.000Z""",3213608a.32246,LEAVE Dining Area,Terminal 1,
"""2018-08-02T06:36:00.000Z""",3213608a.32246,ENTER Bording Gate Area,Terminal 1,B5
"""2018-08-02T05:10:00.000Z""",3213608a.32246,ENTER Security Check,SEC-POS-2,
"""2018-08-02T05:34:00.000Z""",3213608a.32246,ENTER Dining Area,Terminal 1,
"""2018-08-02T07:16:00.000Z""",3213608a.32246,BOARD Aircraft,Terminal 1,B5
"""2018-08-02T04:54:00.000Z""",3213608a.32246,ENTER Security Lane,SEC-LANE-5,
"""2018-08-28T03:23:00.000Z""",ed55bda9.31e6b,ENTER Departure Hall,Terminal 1,
"""2018-08-28T03:53:00.000Z""",ed55bda9.31e6b,LEAVE Security Check,SEC-POS-2,
"""2018-08-28T04:07:00.000Z""",ed55bda9.31e6b,LEAVE Duty Free Area,Terminal 1,
"""2018-08-28T05:07:00.000Z""",ed55bda9.31e6b,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-08-28T05:33:00.000Z""",ed55bda9.31e6b,ENTER Bording Gate Area,Terminal 1,B19
"""2018-08-28T03:49:00.000Z""",ed55bda9.31e6b,ENTER Security Check,SEC-POS-2,
"""2018-08-28T05:21:00.000Z""",ed55bda9.31e6b,LEAVE Duty Free Area,Terminal 1,
"""2018-08-28T04:17:00.000Z""",ed55bda9.31e6b,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-08-28T06:13:00.000Z""",ed55bda9.31e6b,BOARD Aircraft,Terminal 1,B19
"""2018-08-28T03:33:00.000Z""",ed55bda9.31e6b,ENTER Security Lane,SEC-LANE-5,
"""2018-08-28T05:13:00.000Z""",ed55bda9.31e6b,ENTER Duty Free Area,Terminal 1,
"""2018-08-28T03:59:00.000Z""",ed55bda9.31e6b,ENTER Duty Free Area,Terminal 1,
"""2018-07-19T10:17:00.000Z""",9f4fe238.f2049,ENTER Departure Hall,Terminal 1,
"""2018-07-19T10:25:00.000Z""",9f4fe238.f2049,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-07-19T10:40:00.000Z""",9f4fe238.f2049,LEAVE Security Check,SEC-POS-2,
"""2018-07-19T10:47:00.000Z""",9f4fe238.f2049,LEAVE Duty Free Area,Terminal 1,
"""2018-07-19T11:17:00.000Z""",9f4fe238.f2049,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-07-19T11:57:00.000Z""",9f4fe238.f2049,LEAVE Dining Area,Terminal 1,
"""2018-07-19T12:03:00.000Z""",9f4fe238.f2049,ENTER Bording Gate Area,Terminal 1,B2
"""2018-07-19T10:22:00.000Z""",9f4fe238.f2049,ENTER Baggage-Drop Area,Terminal 1,
"""2018-07-19T10:38:00.000Z""",9f4fe238.f2049,ENTER Security Check,SEC-POS-2,
"""2018-07-19T11:24:00.000Z""",9f4fe238.f2049,LEAVE Duty Free Area,Terminal 1,
"""2018-07-19T10:52:00.000Z""",9f4fe238.f2049,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-07-19T11:32:00.000Z""",9f4fe238.f2049,ENTER Dining Area,Terminal 1,
"""2018-07-19T12:23:00.000Z""",9f4fe238.f2049,BOARD Aircraft,Terminal 1,B2
"""2018-07-19T10:30:00.000Z""",9f4fe238.f2049,ENTER Security Lane,SEC-LANE-5,
"""2018-07-19T11:20:00.000Z""",9f4fe238.f2049,ENTER Duty Free Area,Terminal 1,
"""2018-07-19T10:43:00.000Z""",9f4fe238.f2049,ENTER Duty Free Area,Terminal 1,
"""2018-07-04T09:35:00.000Z""",3f456762.5c0878,ENTER Departure Hall,Terminal 1,
"""2018-07-04T09:50:00.000Z""",3f456762.5c0878,LEAVE Security Check,SEC-POS-2,
"""2018-07-04T09:56:00.000Z""",3f456762.5c0878,ENTER Bording Gate Area,Terminal 1,A10
"""2018-07-04T09:48:00.000Z""",3f456762.5c0878,ENTER Security Check,SEC-POS-2,
"""2018-07-04T10:16:00.000Z""",3f456762.5c0878,BOARD Aircraft,Terminal 1,A10
"""2018-07-04T09:40:00.000Z""",3f456762.5c0878,ENTER Security Lane,SEC-LANE-5,
"""2018-05-10T17:20:00.000Z""",b04f5ae6.7ac798,ENTER Departure Hall,Terminal 1,
"""2018-05-10T18:05:00.000Z""",b04f5ae6.7ac798,LEAVE Security Check,SEC-POS-2,
"""2018-05-10T19:35:00.000Z""",b04f5ae6.7ac798,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-05-10T21:14:00.000Z""",b04f5ae6.7ac798,LEAVE Dining Area,Terminal 1,
"""2018-05-10T21:32:00.000Z""",b04f5ae6.7ac798,ENTER Bording Gate Area,Terminal 1,B12
"""2018-05-10T17:59:00.000Z""",b04f5ae6.7ac798,ENTER Security Check,SEC-POS-2,
"""2018-05-10T18:20:00.000Z""",b04f5ae6.7ac798,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-05-10T19:59:00.000Z""",b04f5ae6.7ac798,ENTER Dining Area,Terminal 1,
"""2018-05-10T22:32:00.000Z""",b04f5ae6.7ac798,BOARD Aircraft,Terminal 1,B12
"""2018-05-10T17:35:00.000Z""",b04f5ae6.7ac798,ENTER Security Lane,SEC-LANE-5,
"""2018-10-02T07:53:00.000Z""",209fe5e1.5dbd1a,ENTER Departure Hall,Terminal 1,
"""2018-10-02T08:17:00.000Z""",209fe5e1.5dbd1a,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-10-02T09:02:00.000Z""",209fe5e1.5dbd1a,LEAVE Security Check,SEC-POS-2,
"""2018-10-02T10:41:00.000Z""",209fe5e1.5dbd1a,LEAVE Dining Area,Terminal 1,
"""2018-10-02T10:59:00.000Z""",209fe5e1.5dbd1a,ENTER Bording Gate Area,Terminal 1,B18
"""2018-10-02T08:08:00.000Z""",209fe5e1.5dbd1a,ENTER Baggage-Drop Area,Terminal 1,
"""2018-10-02T08:56:00.000Z""",209fe5e1.5dbd1a,ENTER Security Check,SEC-POS-2,
"""2018-10-02T09:26:00.000Z""",209fe5e1.5dbd1a,ENTER Dining Area,Terminal 1,
"""2018-10-02T11:59:00.000Z""",209fe5e1.5dbd1a,BOARD Aircraft,Terminal 1,B18
"""2018-10-02T08:32:00.000Z""",209fe5e1.5dbd1a,ENTER Security Lane,SEC-LANE-5,
"""2018-10-16T15:22:00.000Z""",cabf62d5.08a5b,ENTER Departure Hall,Terminal 1,
"""2018-10-16T15:46:00.000Z""",cabf62d5.08a5b,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-10-16T16:31:00.000Z""",cabf62d5.08a5b,LEAVE Security Check,SEC-POS-2,
"""2018-10-16T18:01:00.000Z""",cabf62d5.08a5b,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-10-16T19:40:00.000Z""",cabf62d5.08a5b,LEAVE Dining Area,Terminal 1,
"""2018-10-16T19:58:00.000Z""",cabf62d5.08a5b,ENTER Bording Gate Area,Terminal 1,B3
"""2018-10-16T15:37:00.000Z""",cabf62d5.08a5b,ENTER Baggage-Drop Area,Terminal 1,
"""2018-10-16T16:25:00.000Z""",cabf62d5.08a5b,ENTER Security Check,SEC-POS-2,
"""2018-10-16T16:46:00.000Z""",cabf62d5.08a5b,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-10-16T18:25:00.000Z""",cabf62d5.08a5b,ENTER Dining Area,Terminal 1,
"""2018-10-16T20:58:00.000Z""",cabf62d5.08a5b,BOARD Aircraft,Terminal 1,B3
"""2018-10-16T16:01:00.000Z""",cabf62d5.08a5b,ENTER Security Lane,SEC-LANE-5,
"""2018-03-24T17:51:00.000Z""",5cb2f75e.693ae8,ENTER Departure Hall,Terminal 1,
"""2018-03-24T18:15:00.000Z""",5cb2f75e.693ae8,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-03-24T19:00:00.000Z""",5cb2f75e.693ae8,LEAVE Security Check,SEC-POS-2,
"""2018-03-24T19:18:00.000Z""",5cb2f75e.693ae8,ENTER Bording Gate Area,Terminal 1,A19
"""2018-03-24T18:06:00.000Z""",5cb2f75e.693ae8,ENTER Baggage-Drop Area,Terminal 1,
"""2018-03-24T18:54:00.000Z""",5cb2f75e.693ae8,ENTER Security Check,SEC-POS-2,
"""2018-03-24T20:18:00.000Z""",5cb2f75e.693ae8,BOARD Aircraft,Terminal 1,A19
"""2018-03-24T18:30:00.000Z""",5cb2f75e.693ae8,ENTER Security Lane,SEC-LANE-5,
"""2018-08-13T17:49:00.000Z""",fff7869e.f4bd58,ENTER Departure Hall,Terminal 1,
"""2018-08-13T18:34:00.000Z""",fff7869e.f4bd58,LEAVE Security Check,SEC-POS-2,
"""2018-08-13T20:13:00.000Z""",fff7869e.f4bd58,LEAVE Dining Area,Terminal 1,
"""2018-08-13T20:31:00.000Z""",fff7869e.f4bd58,ENTER Bording Gate Area,Terminal 1,A2
"""2018-08-13T18:28:00.000Z""",fff7869e.f4bd58,ENTER Security Check,SEC-POS-2,
"""2018-08-13T18:58:00.000Z""",fff7869e.f4bd58,ENTER Dining Area,Terminal 1,
"""2018-08-13T21:31:00.000Z""",fff7869e.f4bd58,BOARD Aircraft,Terminal 1,A2
"""2018-08-13T18:04:00.000Z""",fff7869e.f4bd58,ENTER Security Lane,SEC-LANE-5,
"""2018-10-10T14:28:00.000Z""",d316a7a1.1fa158,ENTER Departure Hall,Terminal 1,
"""2018-10-10T14:58:00.000Z""",d316a7a1.1fa158,LEAVE Security Check,SEC-POS-2,
"""2018-10-10T15:02:00.000Z""",d316a7a1.1fa158,Passport Control,Border-Control Booth 1,
"""2018-10-10T16:08:00.000Z""",d316a7a1.1fa158,LEAVE Dining Area,Terminal 1,
"""2018-10-10T16:20:00.000Z""",d316a7a1.1fa158,ENTER Bording Gate Area,Terminal 1,B19
"""2018-10-10T14:54:00.000Z""",d316a7a1.1fa158,ENTER Security Check,SEC-POS-2,
"""2018-10-10T15:18:00.000Z""",d316a7a1.1fa158,ENTER Dining Area,Terminal 1,
"""2018-10-10T17:00:00.000Z""",d316a7a1.1fa158,BOARD Aircraft,Terminal 1,B19
"""2018-10-10T14:38:00.000Z""",d316a7a1.1fa158,ENTER Security Lane,SEC-LANE-5,
"""2018-10-24T05:30:00.000Z""",9fb5290d.854ed8,ENTER Departure Hall,Terminal 1,
"""2018-10-24T05:52:00.000Z""",9fb5290d.854ed8,LEAVE Check-In Area,Terminal 1,
"""2018-10-24T06:22:00.000Z""",9fb5290d.854ed8,LEAVE Security Check,SEC-POS-2,
"""2018-10-24T06:26:00.000Z""",9fb5290d.854ed8,Passport Control,Border-Control Booth 1,
"""2018-10-24T07:26:00.000Z""",9fb5290d.854ed8,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-10-24T08:32:00.000Z""",9fb5290d.854ed8,LEAVE Dining Area,Terminal 1,
"""2018-10-24T08:44:00.000Z""",9fb5290d.854ed8,ENTER Bording Gate Area,Terminal 1,B1
"""2018-10-24T05:40:00.000Z""",9fb5290d.854ed8,ENTER Check-In Area,Terminal 1,
"""2018-10-24T06:18:00.000Z""",9fb5290d.854ed8,ENTER Security Check,SEC-POS-2,
"""2018-10-24T06:36:00.000Z""",9fb5290d.854ed8,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-10-24T07:42:00.000Z""",9fb5290d.854ed8,ENTER Dining Area,Terminal 1,
"""2018-10-24T09:24:00.000Z""",9fb5290d.854ed8,BOARD Aircraft,Terminal 1,B1
"""2018-10-24T06:02:00.000Z""",9fb5290d.854ed8,ENTER Security Lane,SEC-LANE-5,
"""2018-02-26T15:14:00.000Z""",9cd9ec64.cf56b,ENTER Departure Hall,Terminal 1,
"""2018-02-26T15:36:00.000Z""",9cd9ec64.cf56b,LEAVE Check-In Area,Terminal 1,
"""2018-02-26T16:06:00.000Z""",9cd9ec64.cf56b,LEAVE Security Check,SEC-POS-2,
"""2018-02-26T17:06:00.000Z""",9cd9ec64.cf56b,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-02-26T17:18:00.000Z""",9cd9ec64.cf56b,ENTER Bording Gate Area,Terminal 1,B10
"""2018-02-26T15:24:00.000Z""",9cd9ec64.cf56b,ENTER Check-In Area,Terminal 1,
"""2018-02-26T16:02:00.000Z""",9cd9ec64.cf56b,ENTER Security Check,SEC-POS-2,
"""2018-02-26T16:16:00.000Z""",9cd9ec64.cf56b,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-02-26T17:58:00.000Z""",9cd9ec64.cf56b,BOARD Aircraft,Terminal 1,B10
"""2018-02-26T15:46:00.000Z""",9cd9ec64.cf56b,ENTER Security Lane,SEC-LANE-5,
"""2018-06-20T08:30:00.000Z""",3096cc3b.a0e134,ENTER Departure Hall,Terminal 1,
"""2018-06-20T08:54:00.000Z""",3096cc3b.a0e134,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-06-20T09:39:00.000Z""",3096cc3b.a0e134,LEAVE Security Check,SEC-POS-2,
"""2018-06-20T10:00:00.000Z""",3096cc3b.a0e134,LEAVE Duty Free Area,Terminal 1,
"""2018-06-20T11:39:00.000Z""",3096cc3b.a0e134,LEAVE Dining Area,Terminal 1,
"""2018-06-20T11:57:00.000Z""",3096cc3b.a0e134,ENTER Bording Gate Area,Terminal 1,B8
"""2018-06-20T08:45:00.000Z""",3096cc3b.a0e134,ENTER Baggage-Drop Area,Terminal 1,
"""2018-06-20T09:33:00.000Z""",3096cc3b.a0e134,ENTER Security Check,SEC-POS-2,
"""2018-06-20T09:48:00.000Z""",3096cc3b.a0e134,ENTER Duty Free Area,Terminal 1,
"""2018-06-20T10:24:00.000Z""",3096cc3b.a0e134,ENTER Dining Area,Terminal 1,
"""2018-06-20T12:57:00.000Z""",3096cc3b.a0e134,BOARD Aircraft,Terminal 1,B8
"""2018-06-20T09:09:00.000Z""",3096cc3b.a0e134,ENTER Security Lane,SEC-LANE-5,
"""2018-05-18T10:02:00.000Z""",3c6aac7f.ea0774,ENTER Departure Hall,Terminal 1,
"""2018-05-18T10:17:00.000Z""",3c6aac7f.ea0774,LEAVE Security Check,SEC-POS-2,
"""2018-05-18T10:50:00.000Z""",3c6aac7f.ea0774,LEAVE Dining Area,Terminal 1,
"""2018-05-18T10:56:00.000Z""",3c6aac7f.ea0774,ENTER Bording Gate Area,Terminal 1,B15
"""2018-05-18T10:15:00.000Z""",3c6aac7f.ea0774,ENTER Security Check,SEC-POS-2,
"""2018-05-18T10:25:00.000Z""",3c6aac7f.ea0774,ENTER Dining Area,Terminal 1,
"""2018-05-18T11:16:00.000Z""",3c6aac7f.ea0774,BOARD Aircraft,Terminal 1,B15
"""2018-05-18T10:07:00.000Z""",3c6aac7f.ea0774,ENTER Security Lane,SEC-LANE-5,
"""2018-02-18T16:42:00.000Z""",2152a5e0.93515a,ENTER Departure Hall,Terminal 1,
"""2018-02-18T17:15:00.000Z""",2152a5e0.93515a,LEAVE Check-In Area,Terminal 1,
"""2018-02-18T18:00:00.000Z""",2152a5e0.93515a,LEAVE Security Check,SEC-POS-2,
"""2018-02-18T18:21:00.000Z""",2152a5e0.93515a,LEAVE Duty Free Area,Terminal 1,
"""2018-02-18T19:51:00.000Z""",2152a5e0.93515a,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-02-18T20:30:00.000Z""",2152a5e0.93515a,ENTER Bording Gate Area,Terminal 1,B16
"""2018-02-18T16:57:00.000Z""",2152a5e0.93515a,ENTER Check-In Area,Terminal 1,
"""2018-02-18T17:54:00.000Z""",2152a5e0.93515a,ENTER Security Check,SEC-POS-2,
"""2018-02-18T20:12:00.000Z""",2152a5e0.93515a,LEAVE Duty Free Area,Terminal 1,
"""2018-02-18T18:36:00.000Z""",2152a5e0.93515a,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-02-18T21:30:00.000Z""",2152a5e0.93515a,BOARD Aircraft,Terminal 1,B16
"""2018-02-18T17:30:00.000Z""",2152a5e0.93515a,ENTER Security Lane,SEC-LANE-5,
"""2018-02-18T20:00:00.000Z""",2152a5e0.93515a,ENTER Duty Free Area,Terminal 1,
"""2018-02-18T18:09:00.000Z""",2152a5e0.93515a,ENTER Duty Free Area,Terminal 1,
"""2018-03-18T08:46:00.000Z""",bf6ee541.fe78f8,ENTER Departure Hall,Terminal 1,
"""2018-03-18T09:55:00.000Z""",bf6ee541.fe78f8,LEAVE Security Check,SEC-POS-2,
"""2018-03-18T10:16:00.000Z""",bf6ee541.fe78f8,LEAVE Duty Free Area,Terminal 1,
"""2018-03-18T11:46:00.000Z""",bf6ee541.fe78f8,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-03-18T12:25:00.000Z""",bf6ee541.fe78f8,ENTER Bording Gate Area,Terminal 1,A4
"""2018-03-18T09:49:00.000Z""",bf6ee541.fe78f8,ENTER Security Check,SEC-POS-2,
"""2018-03-18T09:10:00.000Z""",bf6ee541.fe78f8,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-03-18T12:07:00.000Z""",bf6ee541.fe78f8,LEAVE Duty Free Area,Terminal 1,
"""2018-03-18T10:31:00.000Z""",bf6ee541.fe78f8,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-03-18T13:25:00.000Z""",bf6ee541.fe78f8,BOARD Aircraft,Terminal 1,A4
"""2018-03-18T09:25:00.000Z""",bf6ee541.fe78f8,ENTER Security Lane,SEC-LANE-5,
"""2018-03-18T09:01:00.000Z""",bf6ee541.fe78f8,ENTER Baggage-Drop Area,Terminal 1,
"""2018-03-18T11:55:00.000Z""",bf6ee541.fe78f8,ENTER Duty Free Area,Terminal 1,
"""2018-03-18T10:04:00.000Z""",bf6ee541.fe78f8,ENTER Duty Free Area,Terminal 1,
"""2018-02-02T10:45:00.000Z""",84dd4dc8.b3916,ENTER Departure Hall,Terminal 1,
"""2018-02-02T11:00:00.000Z""",84dd4dc8.b3916,LEAVE Security Check,SEC-POS-2,
"""2018-02-02T11:30:00.000Z""",84dd4dc8.b3916,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-02-02T12:03:00.000Z""",84dd4dc8.b3916,LEAVE Dining Area,Terminal 1,
"""2018-02-02T12:09:00.000Z""",84dd4dc8.b3916,ENTER Bording Gate Area,Terminal 1,A17
"""2018-02-02T10:58:00.000Z""",84dd4dc8.b3916,ENTER Security Check,SEC-POS-2,
"""2018-02-02T11:05:00.000Z""",84dd4dc8.b3916,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-02-02T11:38:00.000Z""",84dd4dc8.b3916,ENTER Dining Area,Terminal 1,
"""2018-02-02T12:29:00.000Z""",84dd4dc8.b3916,BOARD Aircraft,Terminal 1,A17
"""2018-02-02T10:50:00.000Z""",84dd4dc8.b3916,ENTER Security Lane,SEC-LANE-5,
"""2018-06-14T05:04:00.000Z""",a9184c44.b1e3c,ENTER Departure Hall,Terminal 1,
"""2018-06-14T05:26:00.000Z""",a9184c44.b1e3c,LEAVE Check-In Area,Terminal 1,
"""2018-06-14T05:56:00.000Z""",a9184c44.b1e3c,LEAVE Security Check,SEC-POS-2,
"""2018-06-14T07:02:00.000Z""",a9184c44.b1e3c,LEAVE Dining Area,Terminal 1,
"""2018-06-14T07:14:00.000Z""",a9184c44.b1e3c,ENTER Bording Gate Area,Terminal 1,B15
"""2018-06-14T05:14:00.000Z""",a9184c44.b1e3c,ENTER Check-In Area,Terminal 1,
"""2018-06-14T05:52:00.000Z""",a9184c44.b1e3c,ENTER Security Check,SEC-POS-2,
"""2018-06-14T06:12:00.000Z""",a9184c44.b1e3c,ENTER Dining Area,Terminal 1,
"""2018-06-14T07:54:00.000Z""",a9184c44.b1e3c,BOARD Aircraft,Terminal 1,B15
"""2018-06-14T05:36:00.000Z""",a9184c44.b1e3c,ENTER Security Lane,SEC-LANE-5,
"""2018-08-07T16:51:00.000Z""",1a657e5f.38f292,ENTER Departure Hall,Terminal 1,
"""2018-08-07T17:15:00.000Z""",1a657e5f.38f292,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-08-07T18:00:00.000Z""",1a657e5f.38f292,LEAVE Security Check,SEC-POS-2,
"""2018-08-07T18:06:00.000Z""",1a657e5f.38f292,Passport Control,Border-Control Booth 1,
"""2018-08-07T19:45:00.000Z""",1a657e5f.38f292,LEAVE Dining Area,Terminal 1,
"""2018-08-07T20:03:00.000Z""",1a657e5f.38f292,ENTER Bording Gate Area,Terminal 1,B2
"""2018-08-07T17:06:00.000Z""",1a657e5f.38f292,ENTER Baggage-Drop Area,Terminal 1,
"""2018-08-07T17:54:00.000Z""",1a657e5f.38f292,ENTER Security Check,SEC-POS-2,
"""2018-08-07T18:30:00.000Z""",1a657e5f.38f292,ENTER Dining Area,Terminal 1,
"""2018-08-07T21:03:00.000Z""",1a657e5f.38f292,BOARD Aircraft,Terminal 1,B2
"""2018-08-07T17:30:00.000Z""",1a657e5f.38f292,ENTER Security Lane,SEC-LANE-5,
"""2018-12-26T08:26:00.000Z""",fb55ff47.c4397,ENTER Departure Hall,Terminal 1,
"""2018-12-26T09:11:00.000Z""",fb55ff47.c4397,LEAVE Security Check,SEC-POS-2,
"""2018-12-26T09:17:00.000Z""",fb55ff47.c4397,Passport Control,Border-Control Booth 1,
"""2018-12-26T10:56:00.000Z""",fb55ff47.c4397,LEAVE Dining Area,Terminal 1,
"""2018-12-26T11:14:00.000Z""",fb55ff47.c4397,ENTER Bording Gate Area,Terminal 1,B15
